Başlık,Marka,Ürün Modeli,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci,İşlemci Nesli,İşlemci Çekirdek Sayısı,İşlemci Cache,Temel İşlemci Hızı,Maksimum İşlemci Hızı,Ram (Sistem Belleği),Ram Tipi,Bellek Hızı,SSD Kapasitesi,Harddisk Kapasitesi,Ekran Boyutu,Ekran Panel Tipi,Max Ekran Çözünürlüğü,Ekran Özelliği,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı,Ekran Kartı İşlemcisi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
"HP Victus 16-S1011NT 9Z791EA R7-8845HS 32 GB 1 TB NVME M.2 SSD 8 GB RTX4060 16.1"" Freedos",HP,Oyun Bilgisayarları,Oyun ve Eğlence,Mavi,1 - 2 kg,AMD Ryzen 7,8845HS,8.Nesil,,16 MB L3 Cache,"3,3 GHz","5,1 GHz",32 GB,DDR5,5600 MHz,1 TB,Yok,"16,1 inç",IPS,1920 x 1080,Full HD,144 Hz,Harici Ekran Kartı,Nvidia GeForce RTX 4060,Nvidia GeForce RTX,8 GB,GDDR6,Yok (Free Dos),2025-12-02 03:43:42,"53.346,23 TL",https://adservice.hepsiburada.com/event/api/v1/track?event=V3VYcGJDUHdLUGNWR2RyVWV5Z0dkWGhyZFRTUTkzcVl4YndtZnNHdFRRbXVGQS9vNHpoQ0V6T01rc2dodkFpTUYzREN3VENvSDZwdjJYOGhySzV2R2czZGRWTGR6RGxCQ29hZElrbHV0UXZKOVJQRlBZYXo4QmFNVHIvcE9OclgzWW1pUWc4cXNsa09QcmJLUVEvUDBtMHFQYTlCcTdLc0x3WHpZWXBoYmI0a3JOdSs0WlN0MG91RXREUVBYdWhVTkE0cHowTmI5VEFqWG9JZlRaRDVNeFFzVG90RkZSVWJycWxKNm9XR05WeUYvL0ZMNTBEdVVYcUU2Y3RaRmdFd1VBRFl4QlBTUUpaTjMveHMyWnFKMGE0NU9XU1h4R3V0azV6NjBpTVFsR0pMbmk1emZYMTJjSU1hb1Q3UXVvbVprVHp2WHgreDc1dUk2OU9BbzE5R1FURFBWY2Q4T2pXUjFhOXRjOXhRWW4vMkVUMVBpekl1L3NQVlUwY1NCeGhOT013aWpHT1drbDdEUmFvaU9qS0Z6dWttNElJKytsWGtjVGEzVjJJM1FFUHpwNjd5UnppTHIzVjlyckYrSGtQOFRXRytXQTUwNm9WZENZT3o3WGRFdVJKY1QxblVocVRtd2tBRHVpU0hSUXgxMUZmT2plUUNvTWhSTk9adE8rYk5CZU44dnhWMGwvWEF0bGMySGdZTXVkaXVEZEtRM3ZjMSsrRmpKUG1RZDVR&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fhp-victus-16-s1011nt-9z791ea-r7-8845hs-32-gb-1-tb-nvme-m-2-ssd-8-gb-rtx4060-16-1-freedos-p-HBCV00006GO131%3Fmagaza%3DHP+Store+T%C3%BCrkiye&eventName=sp-click&platform=desktop&anonymousId=a26a7faf-9ff8-4e64-bffb-c9895d443e39
"Apple MacBook Air M4 16GB 256GB SSD macOS 15"" Taşınabilir Bilgisayar Gece Yarısı MW1L3TU/A",Apple,Notebook,,Koyu Gri,2 kg ve Altı,Apple M4,Apple M4,Apple M4,,Belirtilmemiş,,Yok,,Belirtilmemiş,Belirtilmemiş,,Yok,15 inç,Liquid Retina Ekran,2880 x 1864,,,Dahili Ekran Kartı,Onboard,,Paylaşımlı,Paylaşımlı,macOS,2025-12-02 03:43:47,59.899 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=b0lDbG0wK2JXVkRlZTA1WFpwbUloRU9Sdit3TzhNZTRRS2NBNUpVdDZ5cnZrY01DZEtOTUxiUFF6c2NnVXhibXlyTHRFb3EyRVlPVGU5b0o1K3VLTHkvRU1PVmcxSk5ibmdJS0N5cXpEV2hrdDBVUVhXTjY2MDcwZ0x6RGIzVGFBVWtRRVhBcU9SeTVuanBzaGJZYXR4QVczRXVGTlVMZEVpOHptQWtneWVNdHlXblNkcmtQQVJBck04cFU2d2NaMWkxbVZrenFXSGtpM24zemFKcTVxdFlOWUNzZTRnS3ZaK1REWmZGWnZLMmxUMkdnV09uUVYyQVNuSmhCZEczd24wRit2aTRtdjhMTjNLS0wwZjZ5RElSWktwa21IdnNrOFpMbFpWSDZvOE40TkR0ZHQrd1ZoeFpoZGk3Ymd0ajNHc09KMlVRZk9xcHRtcFZSWDg2MWdVWTVTMlRRcy9ZWnBTMzdkVU9rc0g0MU1xNjBOVjVkOGhhcHFwdy8wRUU1cE84V3lYcmo2dExkOTJQZjlkRWxKSXRKRFJTb29zTHdCaGxtQkRoZ29Ldkl3RjlYU09SR2VtMHlEVW84NnIrMjF5bko3UlkrMmNtQWg2Q2JNcU0xb1VNK01FdlFUMmNGMEsxUmFEaEVqcXJnbDk5MVZHK0Y0UkpoOVoyK244Vk4wZWRsK0ZadFljU2lTandlbDU2VmU0NnFDdFF0ekZac2dDdjRYSE1HcFhv&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fapple-macbook-air-m4-16gb-256gb-ssd-macos-15-tasinabilir-bilgisayar-gece-yarisi-mw1l3tu-a-p-HBCV00008749XP%3Fmagaza%3DHepsiburada&eventName=sp-click&platform=desktop&anonymousId=a26a7faf-9ff8-4e64-bffb-c9895d443e39
"Casper Excalibur G870 Intel Core 5 210H 32GB 1TB RTX5060 Freedos 15.6"" Taşınabilir Bilgisayar G870.210H-DF60X-C",Casper,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core 5,210H,Series 2,,12 MB Cache,,"4,8 GHz",,DDR5,Belirtilmemiş,,Yok,"15,6 inç",IPS,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,,8 GB,GDDR7,Yok (Free Dos),2025-12-02 03:43:51,50.599 TL,https://www.hepsiburada.com/casper-excalibur-g870-intel-core-5-210h-32gb-1tb-rtx5060-freedos-15-6-tasinabilir-bilgisayar-g870-210h-df60x-c-pm-HBC000095GHIR
"Acer Aspire Lite AL15-71P Intel Core i5 12450H 8GB 512GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar NX.J7MEY.001",Acer,Notebook,,Gümüş,2 kg ve Altı,Intel Core i5,Intel Core i5,12.Nesil,,Belirtilmemiş,,2 GHz,8 GB,DDR5,4800 MHz,512 GB,512 GB,"15,6 inç",LCD,1920 x 1080,,,Dahili Ekran Kartı,Intel HD Graphics,,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 03:43:56,17.499 TL,https://www.hepsiburada.com/acer-aspire-lite-al15-71p-intel-core-i5-12450h-8gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-nx-j7mey-001-pm-HBC00008A1HDZ
"Casper Nirvana S100 300NIT i7-13620H 32GB DDR5 1TB SSD 16"" Freedos Laptop S100.1362-DF00X-G-F",Casper,Notebook,,Titanyum Gri,2 kg ve Altı,Intel Core i7,13620H,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR5,4800 MHz,,Yok,16 inç,IPS,1920 x 1200,,,Dahili Ekran Kartı,Intel Graphics,,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 03:44:01,33.460 TL,https://www.hepsiburada.com/casper-nirvana-s100-300nit-i7-13620h-32gb-ddr5-1tb-ssd-16-freedos-laptop-s100-1362-df00x-g-f-p-HBCV00007XO5VN
"Game Garaj Slayer X7T-5070 C2 Intel Core I7 14650HX 32GB Ram 1tb SSD RTX5070 16"" Qhd+ 180Hz IPS Freedos Oyuncu Laptop",Game Garaj,Oyun Bilgisayarları,Oyun ve Eğlence,"Gri, Gri",2 - 4 kg,Intel Core i7,14650HX,14.Nesil,16,30 MB Cache,"2,2 GHz","5,2 GHz",,DDR5,5600 MHz,,Yok,16 inç,IPS,2560 x 1600,QHD+,180 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5070,Nvidia GeForce RTX,8 GB,GDDR7,Yok (Free Dos),2025-12-02 03:44:06,65.199 TL,https://www.hepsiburada.com/game-garaj-slayer-x7t-5070-c2-intel-core-i7-14650hx-32gb-ram-1tb-ssd-rtx5070-16-qhd-180hz-ips-freedos-oyuncu-laptop-p-HBCV00009MMCJR
"HP Probook 450 G10 969H2ET018 I7-1355U 32 GB 1TB SSD 15.6"" Fhd Windows 11 Pro Taşınabilir Bilgisayar-CNT019",HP,Notebook,,"Gümüş, Gümüş",1 - 2 kg,Intel Core i7,1355U,13.Nesil,,16 MB Cache,"1,2 GHz",5 GHz,32 GB,DDR4,3200 MHz,1 TB,Yok,"15,6 inç",FHD,1920 x 1080,Full HD,60 Hz,Dahili Ekran Kartı,Intel Iris Xe Graphics,Intel Iris Xe Graphics,Paylaşımlı,Paylaşımlı,Windows 11 Pro,2025-12-02 03:44:11,"53.213,02 TL",https://adservice.hepsiburada.com/event/api/v1/track?event=L0daY3Yvd0lGOEY1Q05GcVVGSUFkM2hET2cxSlRQcU1uTHNSMzZiOG44S0FMbWJmYWEzV04rTnp2K2E2bk1QeWQyaGRZamd5WjNOeXN6ZEdSMk1zOCtDSmhXWjZ2N2FmU0FRdThFbjNtRHdRK3d2ZG5rV3krUkFESXd3T3FnbXhFRXpyTjR5aDI0R1JKK0pkSlA5RkVHZEFnMkE5djlkMDhTblZqazJEdkZnMkQ5b0JzeFpVTEhLL3BZN0x6Tk9qbTcxaEMxNkVuazNIamlQL1ZJR2ExbjBlZFFMaDNJcXl2ZjdIQk12Q1VsYmNTQ0xWODY4RmxaZTdYSDhUTEl5Q0V4MUNtakNCZVZndG9ESjRqdHhGS2l1Um1XdmFZbUNTeE5IaVZkdGZlU3ZUT3RrM3RTR3paaC9ua2x4ZktGM0U3bU1nR1o1aFVmS1lnaFp6aTMrbWg5TDBwc3YySGdQNE9iYzlpQ2lVNmlITmQzWnVOd09rRk1JS05kRmhDNzVtODFqVW0vd0JmdEZwK29UWVloeW1ld3lSa04yejBKSlJmWXhsR3pQNTU1ZG9zUGU1OWRCeEg0SXV0UWNoZTNZOTY4V2RoQVpkWExJb2wzeCtmR2RVamFtbGxQWC9mOEdvUm5mRHo4WjhJTUVJTzRoZytSbElDdGVWODBVRmlucmpHVjFIbGF0alRST1FnNUlPWnVNVnFacVEwbG5GVTlXQ3dFQkpHSGRYVHNJ&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fhp-probook-450-g10-969h2et018-i7-1355u-32-gb-1tb-ssd-15-6-fhd-windows-11-pro-tasinabilir-bilgisayar-cnt019-p-HBCV0000892EN1%3Fmagaza%3Dteknoraks&eventName=sp-click&platform=desktop&anonymousId=a26a7faf-9ff8-4e64-bffb-c9895d443e39
"Casper Excalibur G870 Intel Core i7 13620H 16GB 1TB SSD RTX3050 Freedos 15.6"" 165Hz Taşınabilir Bilgisayar G870.1362-BFJ0X-C",Casper,Oyun Bilgisayarları,Oyun ve Eğlence,Gri,2 - 4 kg,Intel Core i7,13620H,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,165 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Yok (Free Dos),2025-12-02 03:44:15,37.999 TL,https://www.hepsiburada.com/casper-excalibur-g870-intel-core-i7-13620h-16gb-1tb-ssd-rtx3050-freedos-15-6-165hz-tasinabilir-bilgisayar-g870-1362-bfj0x-c-pm-HBC00009HRI6V
Asus Tuf Gaming F16 FX607VJ-RL058 6gb RTX3050 Intel Core 5 210H 16GB Ram 512GB SSD 16 Inç Fhd+ 144Hz,Asus,Oyun Bilgisayarları,Oyun ve Eğlence,Gri,2 - 4 kg,Intel Core i5,210H,12.Nesil,,12 MB Cache,"2,2 GHz","4,8 GHz",,DDR4,3200 MHz,,Yok,16 inç,WUXGA,1920 x 1200,Full HD,144 Hz,Dahili Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,Belirtilmemiş,Paylaşımlı,Yok (Free Dos),2025-12-02 03:44:20,"31.919,99 TL",https://www.hepsiburada.com/asus-tuf-gaming-f16-fx607vj-rl058-6gb-rtx3050-intel-core-5-210h-16gb-ram-512gb-ssd-16-inc-fhd-144hz-pm-HBC000099OE5Z
"Monster Abra A5 V20.5.4 Intel Core I5 13420H 16 GB Ram 1 Tb SSD 4 GB Rtx 3050 Freedos 15,6"" Fhd 144 Hz Taşınabilir Bilgisayar",Monster,Notebook,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i5,Intel Core i5,13.Nesil,,12 MB Cache,"2,1 GHz","4,6 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Dahili Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,4 GB,GDDR6,Yok (Free Dos),2025-12-02 03:44:24,36.199 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=U2JuNkpjakNkZk50M0gxVWlkQ3lrRnc3Sk5NNlAxS21kaHlTU1BjTlY4Y3FyK0tKeWVJTWhMN3JhdDA5L2VrWlM0RkpxNkFXQzRUdEpqcDYzT0RJYWxDeHJySWE0cmZ0R05vYytGSXA0cnRkS29yY1RYY1JBQnhrUi9QNE1qdE5WUitPWW9yQW5CVHU3K3E0NWtFSUd2TUdQT2RWZWFWbll5Sk1rcFBCTnhJUHhzNHBBb0VEUXBwWlVNU05jcWVkUEtpSG1iQ2xOYks0TnVXMXk5Z2grSlVIeTVtaUFHcSs2YkhtRFVZajVWcDhjMmhzZndJSmwwKzFuR0pWYXFnWlg0QVEvcDcxWFg0TEdxM20rbnZKUEpISTBaWmVqU1h4UGYxSW9oZitZd2dUVGFXejdGa3pkYjVobHR0dmtkbG14RFZCMkRoZUNmTk0xakdzZzdXcnlYUTJSa0dDaWpNUDlFSDZmTkViYjZKdVc5N2xTTlljS01JdktEZjd2RnI2ZnlCZUdKdUFxd2djQkFRZjFOV0hncDRWUFJuMkEyU0NwU0FUZ0xCWUIwZVdWYlFIaHMyaDdYdXVlM1AvQThJN1RUU1dHVkZNeHUyNE1nQnpFM3pBTlFVdnMwaUNZZ0htb1d3d21oME9yTXkwTk9Jdi80KzJma1ZOa1lzM3VLMkhOUndyUmNaL2ZJcDFMTU1aN0o1MG1HRXlHZTNPblduVmJMK05qZ1R3OE84&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-abra-a5-v20-5-4-intel-core-i5-13420h-16-gb-ram-1-tb-ssd-4-gb-rtx-3050-freedos-15-6-fhd-144-hz-tasinabilir-bilgisayar-p-HBCV00008M5G9Z%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop&anonymousId=a26a7faf-9ff8-4e64-bffb-c9895d443e39
"Dell Vostro 3530 N3404PVNB3530U11 I5-1334U 32GB 1tbssd 15.6"" Fhd Windows 11 Pro Taşınabilir Bilgisayar-CNT012",Dell,Notebook,,Koyu Gri,2 kg ve Altı,Intel Core i5,1334U,13.Nesil,,12 MB Cache,,"4,6 GHz",32 GB,DDR4,3200 MHz,1 TB,Yok,"15,6 inç",WVA,1920 x 1080,Full HD,,Dahili Ekran Kartı,Intel Iris Xe Graphics,Intel Iris Xe,Paylaşımlı,Onboard,Windows 11 Pro,2025-12-02 03:44:30,"39.989,88 TL",https://adservice.hepsiburada.com/event/api/v1/track?event=QlR6UDA2K2hUek5rYmdBWitxWms0V3RxTlZSYXhqcmlUc1VDeE5lMGpudHFXVm1ZeFBmRkZiNkJDZC8rckUwbDdXSGZaRC8vblRWbjN5TG1KeDU2Z1NjL0ZUeHQ4L2NrWG9RcGlHVHdWckV5SEtWdFlWOTFhWjB3QllwWnlvRmRZV1pjSUJpMmNBQXhQQzQ0NHo1TkFqTzVFaFl5N2Z5VWFhNkQ0ZW0wYS9KWnhjZjRxaXkwSncwRlppendzQ0NQQmgvTStDMGxVcExkdXRzNG91QUJTQlVqYjVEZWtvSDhCNkJRSEdlQkZ5bEtiRUltZTlvZm9rb1RCUDNEWVA3V1E2UUNSYUhOWEdicUpVcW1mNks5N3U0c20wbTI2NGdxL1UrR2tXbC9uanRBZEx1ODlSUTN3Z3pZTldwcGxPZ3VvMWMrbE5CRllWcTNSNjNET2ZMa2pORFZJUmJJTVJuQVE2TnV4TUNSc3UrckwrK3YvdVNnaU95djNSR1EyYUp5d1djTm8wRWpTcDcxVUs0SDBBZk40MEhaL1JLTUVUWncxM3BtU3VmOWZzcUhvYk4vZGFDa1Z2MWs4VjZLUXMvejJHRnJudkNTU0pic1VMOVBlYVBrdWQ4TXhUNzdlVnhtVlZEdnFiaTFjV2dYZktkVjRWYlc0LzJNSEdYM3M1eU1XMFdNVkxtMCswekJ3TGE0alp6KzhZNVA5ZWp3MyszcFdERWluN1l3Rlpr&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fdell-vostro-3530-n3404pvnb3530u11-i5-1334u-32gb-1tbssd-15-6-fhd-windows-11-pro-tasinabilir-bilgisayar-cnt012-p-HBCV000077K4BU%3Fmagaza%3Dteknoraks&eventName=sp-click&platform=desktop&anonymousId=a26a7faf-9ff8-4e64-bffb-c9895d443e39
"Acer Nitro Lite NH.DAAEY.001 I5-13420H 16 GB 512 GB SSD RTX3050-6GB 165Hz 16"" Wuxga Freedos Taşınabilir Bilgisayar",Acer,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,13420H,13.Nesil,8,12 MB Cache,"3,4 GHz","4,6 GHz",,DDR5,4800 MHz,,Yok,16 inç,IPS,1920 x 1200,WUXGA,165 Hz,Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,FreeDos,2025-12-02 03:44:35,29.449 TL,https://www.hepsiburada.com/acer-niro-lite-nh-daaey-001-i5-13420h-16-gb-512-gb-ssd-rtx3050-6gb-165hz-16-wuxga-freedos-tasinabilir-bilgisayar-pm-HBC00009U4LFA
"Apple MacBook Air M4 16GB 256GB SSD macOS 13"" Taşınabilir Bilgisayar Gece Yarısı MW123TU/A",Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-02 03:44:39,46.999 TL,https://www.hepsiburada.com/apple-macbook-air-m4-16gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-gece-yarisi-mw123tu-a-p-HBCV00008748TV
"Game Garaj Slayer X5T-5050 C2 Intel Core I5 13500HX 32GB Ram 1tb SSD RTX5050 16"" Wuxga 165Hz IPS Freedos Oyuncu Laptop",Game Garaj,Oyun Bilgisayarları,Oyun ve Eğlence,"Gri, Gri",2 - 4 kg,Intel Core i5,13500HX,13.Nesil,14,24 MB Cache,"2,5 GHz","4,7 GHz",,DDR5,4800 MHz,,Yok,16 inç,IPS,1920 x 1200,WUXGA,165 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5050,Nvidia GeForce RTX,8 GB,GDDR7,Yok (Free Dos),2025-12-02 03:44:44,46.899 TL,https://www.hepsiburada.com/game-garaj-slayer-x5t-5050-c2-intel-core-i5-13500hx-32gb-ram-1tb-ssd-rtx5050-16-wuxga-165hz-ips-freedos-oyuncu-laptop-p-HBCV00009MMKU9
"MSI CYBORG 15 B13WFKG-495XTR Intel Core i7 13620H 32GB 1TB SSD RTX5060 Freedos 15.6"" FHD 144Hz Taşınabilir Bilgisayar",MSI,Oyun Bilgisayarları,,Siyah,2 - 4 kg,Intel Core i7,13620H,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR5,5200 MHz,,Yok,"15,6 inç",FHD,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,,8 GB,GDDR7,Yok (Free Dos),2025-12-02 03:44:49,"58.999,62 TL",https://www.hepsiburada.com/msi-cyborg-15-b13wfkg-495xtr-intel-core-i7-13620h-8gb-1tb-ssd-rtx5060-freedos-15-6-fhd-tasinabilir-bilgisayar-pm-HBC0000AHYV1C
"Casper Nirvana S100 Intel Core i7 13620H 16GB 1TB SSD Freedos 16"" Taşınabilir Bilgisayar S100.1362-BF00X-G-F",Casper,Notebook,,Titanyum Gri,2 kg ve Altı,Intel Core i7,13620H,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR5,4800 MHz,,Yok,16 inç,IPS,1920 x 1200,,,Dahili Ekran Kartı,Intel Graphics,,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 03:44:53,27.299 TL,https://www.hepsiburada.com/casper-nirvana-s100-intel-core-i7-13620h-16gb-1tb-ssd-freedos-16-tasinabilir-bilgisayar-s100-1362-bf00x-g-f-p-HBCV00007XO59V
"Lenovo LOQ AMD Ryzen 5 7235HS 24GB 512GB SSD RTX3050 Freedos 15.6"" FHD 144Hz Oyuncu Taşınabilir Bilgisayar 83JC00DXTR",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,"Gri, Gümüş",2 - 4 kg,AMD Ryzen 5,7235HS,7.Nesil,,8 MB L3 Cache,"3,2 GHz","4,2 GHz",24 GB,DDR5,4800 MHz,512 GB,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Yok (Free Dos),2025-12-02 03:45:00,33.999 TL,https://www.hepsiburada.com/lenovo-loq-amd-ryzen-5-7235hs-24gb-512gb-ssd-rtx3050-freedos-15-6-fhd-144hz-oyuncu-tasinabilir-bilgisayar-83jc00dxtr-pm-HBC000087ZHH4
"Game Garaj Slayer R9T-5060 C1 Amd Ryzen 9 8945HX 32GB Ram 1tb SSD RTX5060 16"" 300Hz Qhd+ Freedos Gaming Laptop",Game Garaj,Oyun Bilgisayarları,Oyun ve Eğlence,"Gri, Gri",2 - 4 kg,AMD Ryzen 9,8945H,Ryzen,,80 MB Cache,"2,5 GHz","5,4 GHz",,DDR5,5200 MHz,,Yok,16 inç,IPS,2560 x 1600,QHD+,300 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,Nvidia GeForce RTX,8 GB,GDDR7,Yok (Free Dos),2025-12-02 03:45:05,62.899 TL,https://www.hepsiburada.com/game-garaj-slayer-r9t-5060-c1-amd-ryzen-9-8945hx-32gb-ram-1tb-ssd-rtx5060-16-300hz-qhd-freedos-gaming-laptop-p-HBCV00008SK95T
"Lenovo Ideapad Slim 3 16IRH10 Intel Core I7 13620H 16GB 1tb SSD Freedos 16"" Fhd Taşınabilir Bilgisayar 83K2001VTR",Lenovo,Notebook,Ofis ve İş,Gri,1 - 2 kg,Intel Core i7,Intel Core i7,13.Nesil,,24 MB Cache,"3,6 GHz","4,9 GHz",,DDR5,4800 MHz,,Yok,16 inç,IPS,1920 x 1200,WUXGA,60 Hz,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 03:45:10,"33.141,40 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-16gb-1tb-ssd-freedos-16-fhd-tasinabilir-bilgisayar-83k2001vtr-p-HBCV00008CB1NV
"MSI CYBORG 17 B13WFKG-092XTR Intel Core i7 13620H 32GB 1TB SSD RTX5060 Freedos 17.3"" FHD 144Hz Taşınabilir Bilgisayar",MSI,Oyun Bilgisayarları,Oyun ve Eğlence,"Siyah, Siyah",2 - 4 kg,Intel Core i7,13620H,13.Nesil,,24 MB Cache,"4,9 GHz","4,9 GHz",,DDR5,5200 MHz,,Yok,"17,3 inç",FHD,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,Nvidia GeForce RTX,8 GB,GDDR7,Yok (Free Dos),2025-12-02 03:45:14,68.875 TL,https://www.hepsiburada.com/msi-cyborg-17-b13wfkg-092xtr-intel-core-i7-13620h-8gb-1tb-ssd-rtx5060-freedos-17-3-fhd-tasinabilir-bilgisayar-pm-HBC0000AI5T9B
"Lenovo Ideapad Slim 3 15IRH8 I5-13420H 16 GB 512 GB SSD 15,6"" Fhd Freedos 83EM00KYTR",Lenovo,Notebook,Ofis ve İş,"Gri, Gri",2 kg ve Altı,Intel Core i5,13420H,13.Nesil,8,12 MB Cache,"3,4 GHz","4,6 GHz",,LPDDR5,4800 MHz,,Yok,"15,6 inç",TN,1920 x 1080,Full HD,,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,Onboard,FreeDos,2025-12-02 03:45:19,"21.872,05 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-15irh8-i5-13420h-16-gb-512-gb-ssd-15-6-fhd-freedos-83em00kytr-pm-HBC0000AM4VOF
"Lenovo IdeaPad Slim 3 AMD Ryzen 3 7320U 8GB 512GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar 82XQ00JGTX",Lenovo,Notebook,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i3,7320U,7.Nesil,,Belirtilmemiş,"2,40 GHz","2,4 GHz",8 GB,DDR5,2400 MHz,512 GB,512 GB,"15,6 inç",FHD,1920 x 1080,Full HD,60 Hz,Dahili Ekran Kartı,AMD Radeon Graphics,AMD Radeon,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 03:45:24,"15.435,71 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-amd-ryzen-3-7320u-8gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82xq00jgtx-pm-HBC00007W5Q78
"Asus Vivobook S16 S3607VA-RP012 Intel Core i7-13620H 16GB 1TB SSD FreeDOS 16.0"" Taşınabilir Bilgisayar",Asus,Notebook,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i7,13620H,13.Nesil,10,24 MB Cache,"2,4 GHz","4,9 GHz",,DDR5,Belirtilmemiş,,Yok,16 inç,IPS,1920 x 1200,WUXGA,144 Hz,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 03:45:29,"36.050,79 TL",https://www.hepsiburada.com/asus-vivobook-s16-s3607va-rp012-intel-core-i7-13620h-16gb-1tb-ssd-freedos-16-0-tasinabilir-bilgisayar-pm-HBC00009IH592
"Lenovo Yoga Slim 7 Intel Core Ultra 5 125H 16GB 512GB SSD Windows 11 Home 14"" WUXGA Taşınabilir Bilgisayar 83CV007YTR",Lenovo,Notebook,,Gri,2 kg ve Altı,,125H,Intel Core Ultra Serisi,,18 MB Cache,,"4,5 GHz",16 GB,LPDDR5X,7467 MHz,512 GB,Yok,14 inç,OLED,1920 x 1200,,,Dahili Ekran Kartı,Intel Arc Graphics,,Belirtilmemiş,Onboard,Windows 10 Home Single Language,2025-12-02 03:45:34,40.000 TL,https://www.hepsiburada.com/lenovo-yoga-slim-7-intel-core-ultra-5-125h-16gb-512gb-ssd-windows-11-home-14-wuxga-tasinabilir-bilgisayar-83cv007ytr-pm-HBC00008O19PH
